1,1,1,135,1,3279,2,20,19,2,29.304
2,1,1,368,1,1457,2,20,19,2,29.304
3,1,1,269,1,2521,1,20,19,2,29.304
4,1,1,58,1,1127,2,20,19,2,29.304
5,1,1,88,0,2623,2,20,19,2,29.304
6,1,1,51,1,1724,1,20,19,2,29.304
7,1,1,172,1,2765,1,20,19,2,29.304
8,1,1,199,1,2073,2,20,19,2,29.304
9,1,1,320,1,1188,2,20,19,2,29.304
10,1,1,211,1,1221,1,20,19,2,29.304
11,1,1,379,0,2002,2,20,19,2,29.304
12,1,1,281,0,1506,2,20,19,2,29.304
13,1,1,362,1,1258,1,20,19,2,29.304
14,1,1,3,1,1825,1,20,19,2,29.304
15,1,1,373,1,2059,1,20,19,2,29.304
16,1,1,100,1,1193,2,20,19,2,29.304
17,1,1,333,1,3561,1,20,19,2,29.304
18,1,1,37,1,1224,2,20,19,2,29.304
19,1,1,263,1,938,1,20,19,2,29.304
20,1,1,147,1,991,1,20,19,2,29.304
21,1,1,302,1,1682,1,20,19,2,29.304
22,1,1,340,1,793,2,20,19,2,29.304
23,2,1,188,1,1505,2,20,19,2,29.304
24,2,1,151,1,1168,1,20,19,2,29.304
25,2,1,294,1,1511,1,20,19,2,29.304
26,2,1,201,1,3809,1,20,19,2,29.304
27,2,1,153,1,1685,2,20,19,2,29.304
28,2,1,101,1,1404,2,20,19,2,29.304
29,2,1,26,1,782,2,20,19,2,29.304
30,2,1,303,1,636,2,20,19,2,29.304
31,2,1,57,1,1201,1,20,19,2,29.304
32,2,1,193,1,1524,1,20,19,2,29.304
33,2,1,242,1,586,1,20,19,2,29.304
34,2,1,354,0,1022,2,20,19,2,29.304
35,2,1,268,0,1082,1,20,19,2,29.304
36,2,1,291,1,951,2,20,19,2,29.304
37,2,1,94,1,1196,1,20,19,2,29.304
38,2,1,237,0,917,1,20,19,2,29.304
39,2,1,262,1,1168,1,20,19,2,29.304
40,2,1,369,1,1297,2,20,19,2,29.304
41,2,1,377,1,1236,1,20,19,2,29.304
42,2,1,109,1,1079,2,20,19,2,29.304
43,2,1,78,1,1027,2,20,19,2,29.304
44,2,1,241,1,3533,2,20,19,2,29.304
45,3,1,159,1,2498,1,20,19,2,29.304
46,3,1,338,1,2845,1,20,19,2,29.304
47,3,1,112,1,1387,2,20,19,2,29.304
48,3,1,66,1,1369,2,20,19,2,29.304
49,3,1,161,1,4709,1,20,19,2,29.304
50,3,1,83,1,1399,1,20,19,2,29.304
51,3,1,264,1,2667,2,20,19,2,29.304
52,3,1,84,1,1204,1,20,19,2,29.304
53,3,1,252,1,1033,1,20,19,2,29.304
54,3,1,334,1,1622,2,20,19,2,29.304
55,3,1,324,1,1086,2,20,19,2,29.304
56,3,1,246,1,1119,2,20,19,2,29.304
57,3,1,295,0,1050,1,20,19,2,29.304
58,3,1,134,1,2007,2,20,19,2,29.304
59,3,1,113,1,979,1,20,19,2,29.304
60,3,1,217,1,1592,1,20,19,2,29.304
61,3,1,296,0,1268,1,20,19,2,29.304
62,3,1,149,1,3103,2,20,19,2,29.304
63,3,1,274,1,1084,1,20,19,2,29.304
64,3,1,336,1,1248,2,20,19,2,29.304
65,3,1,86,1,1114,2,20,19,2,29.304
66,3,1,92,1,2247,2,20,19,2,29.304
67,4,1,247,1,1852,2,20,19,2,29.304
68,4,1,87,0,1317,1,20,19,2,29.304
69,4,1,91,1,2339,2,20,19,2,29.304
70,4,1,205,1,1256,1,20,19,2,29.304
71,4,1,176,1,2828,1,20,19,2,29.304
72,4,1,36,1,1412,2,20,19,2,29.304
73,4,1,6,0,1713,1,20,19,2,29.304
74,4,1,258,1,1779,2,20,19,2,29.304
75,4,1,141,1,1717,2,20,19,2,29.304
76,4,1,63,0,1998,2,20,19,2,29.304
77,4,1,244,1,1760,1,20,19,2,29.304
78,4,1,116,1,1392,1,20,19,2,29.304
79,4,1,50,1,1540,1,20,19,2,29.304
80,4,1,363,0,1270,1,20,19,2,29.304
81,4,1,133,0,1250,1,20,19,2,29.304
82,4,1,381,1,2384,2,20,19,2,29.304
83,4,1,218,0,860,2,20,19,2,29.304
84,4,1,157,1,802,2,20,19,2,29.304
85,4,1,122,0,1060,2,20,19,2,29.304
86,4,1,18,0,2045,1,20,19,2,29.304
87,4,1,365,1,1918,2,20,19,2,29.304
88,4,1,194,1,1545,1,20,19,2,29.304
89,5,1,287,0,2010,1,20,19,2,29.304
90,5,1,347,1,1155,2,20,19,2,29.304
91,5,1,62,1,1111,1,20,19,2,29.304
92,5,1,2,1,1061,2,20,19,2,29.304
93,5,1,107,1,1106,1,20,19,2,29.304
94,5,1,32,1,1512,1,20,19,2,29.304
95,5,1,212,1,1060,2,20,19,2,29.304
96,5,1,236,1,1591,1,20,19,2,29.304
97,5,1,304,0,666,2,20,19,2,29.304
98,5,1,35,1,1257,1,20,19,2,29.304
99,5,1,190,1,1099,2,20,19,2,29.304
100,5,1,15,0,2297,2,20,19,2,29.304
101,5,1,21,1,1576,2,20,19,2,29.304
102,5,1,77,1,914,2,20,19,2,29.304
103,5,1,27,1,944,2,20,19,2,29.304
104,5,1,139,1,1080,1,20,19,2,29.304
105,5,1,339,0,1358,1,20,19,2,29.304
106,5,1,108,1,1174,1,20,19,2,29.304
107,5,1,144,1,2569,2,20,19,2,29.304
108,5,1,349,1,940,2,20,19,2,29.304
109,5,1,59,1,783,1,20,19,2,29.304
110,5,1,195,1,1577,1,20,19,2,29.304
111,6,1,350,1,1778,1,20,19,2,29.304
112,6,1,202,1,1365,2,20,19,2,29.304
113,6,1,312,1,815,1,20,19,2,29.304
114,6,1,187,0,685,2,20,19,2,29.304
115,6,1,227,1,1206,2,20,19,2,29.304
116,6,1,125,1,1166,1,20,19,2,29.304
117,6,1,184,1,1039,1,20,19,2,29.304
118,6,1,198,1,1135,2,20,19,2,29.304
119,6,1,181,1,1204,1,20,19,2,29.304
120,6,1,342,1,948,1,20,19,2,29.304
121,6,1,364,1,966,1,20,19,2,29.304
122,6,1,158,1,1238,2,20,19,2,29.304
123,6,1,47,0,628,2,20,19,2,29.304
124,6,1,356,1,905,1,20,19,2,29.304
125,6,1,1,1,697,1,20,19,2,29.304
126,6,1,243,1,986,2,20,19,2,29.304
127,6,1,232,1,991,1,20,19,2,29.304
128,6,1,164,1,666,2,20,19,2,29.304
129,6,1,272,1,993,2,20,19,2,29.304
130,6,1,260,0,1245,2,20,19,2,29.304
131,6,1,316,1,1494,1,20,19,2,29.304
132,6,1,317,1,1088,2,20,19,2,29.304
133,7,1,200,1,1979,2,20,19,2,29.304
134,7,1,42,1,1415,2,20,19,2,29.304
135,7,1,14,1,1134,1,20,19,2,29.304
136,7,1,267,1,3919,1,20,19,2,29.304
137,7,1,366,1,1018,1,20,19,2,29.304
138,7,1,318,1,1138,2,20,19,2,29.304
139,7,1,197,0,2114,2,20,19,2,29.304
140,7,1,7,0,2019,1,20,19,2,29.304
141,7,1,203,1,1545,1,20,19,2,29.304
142,7,1,180,1,1122,2,20,19,2,29.304
143,7,1,132,1,1118,2,20,19,2,29.304
144,7,1,136,0,1228,2,20,19,2,29.304
145,7,1,315,1,1045,1,20,19,2,29.304
146,7,1,283,1,1025,2,20,19,2,29.304
147,7,1,215,1,1051,1,20,19,2,29.304
148,7,1,48,1,1392,2,20,19,2,29.304
149,7,1,186,1,1294,1,20,19,2,29.304
150,7,1,56,1,1215,2,20,19,2,29.304
151,7,1,280,1,1228,2,20,19,2,29.304
152,7,1,38,0,1693,1,20,19,2,29.304
153,7,1,359,1,2350,1,20,19,2,29.304
154,7,1,177,0,1008,1,20,19,2,29.304
155,8,1,331,1,1260,1,20,19,2,29.304
156,8,1,357,1,576,2,20,19,2,29.304
157,8,1,230,0,1589,1,20,19,2,29.304
158,8,1,229,1,1620,1,20,19,2,29.304
159,8,1,33,1,650,2,20,19,2,29.304
160,8,1,282,0,302,2,20,19,2,29.304
161,8,1,286,0,1209,2,20,19,2,29.304
162,8,1,90,0,996,2,20,19,2,29.304
163,8,1,9,1,1160,2,20,19,2,29.304
164,8,1,301,0,717,2,20,19,2,29.304
165,8,1,223,1,1162,1,20,19,2,29.304
166,8,1,70,1,693,2,20,19,2,29.304
167,8,1,270,1,700,2,20,19,2,29.304
168,8,1,131,1,1127,1,20,19,2,29.304
169,8,1,370,1,961,1,20,19,2,29.304
170,8,1,106,1,547,1,20,19,2,29.304
171,8,1,266,1,1003,1,20,19,2,29.304
172,8,1,276,1,1019,1,20,19,2,29.304
173,8,1,292,0,1020,2,20,19,2,29.304
174,8,1,95,1,834,1,20,19,2,29.304
175,8,1,235,1,1042,1,20,19,2,29.304
176,8,1,49,1,1090,2,20,19,2,29.304
